Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,1st Road Class,1st Road Class & No,Road Surface,Lighting Conditions,Weather Conditions,Local Authority,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Full Time
5670265,429799,433376,2,6,U,1,1,1,E08000035,9,1,3,2,37,2018-06-06 20:25:00
5670265,429799,433376,2,6,U,1,1,1,E08000035,9,2,3,2,12,2018-06-06 20:25:00
5670906,431487,435011,1,6,U,1,1,1,E08000035,9,3,2,2,49,2018-06-07 13:43:00
5670912,428510,433255,2,3,A647,1,1,1,E08000035,9,2,3,2,66,2018-06-09 13:45:00
5671642,423084,434894,2,6,U,1,1,1,E08000035,9,1,3,2,21,2018-06-07 19:30:00
5680382,430035,431022,2,3,A653,1,1,1,E08000035,1,1,3,2,32,2018-06-08 08:20:00
5681155,434860,433361,1,6,U,1,1,1,E08000035,9,3,3,1,12,2018-06-08 15:18:00
5681187,443087,440735,3,2,A1(M),1,1,1,E08000035,9,1,3,1,55,2018-06-08 15:25:00
5681187,443087,440735,3,2,A1(M),1,1,1,E08000035,9,1,3,2,25,2018-06-08 15:25:00
5681187,443087,440735,3,2,A1(M),1,1,1,E08000035,9,1,3,2,28,2018-06-08 15:25:00
5681539,436120,431172,2,1,M1,1,1,1,E08000035,9,1,3,1,72,2018-06-08 18:23:00
5681539,436120,431172,2,1,M1,1,1,1,E08000035,9,2,3,2,71,2018-06-08 18:23:00
5681637,431572,428653,2,6,U,1,1,1,E08000035,4,1,2,1,26,2018-06-08 19:04:00
5681663,423722,433812,1,6,U,1,1,1,E08000035,9,3,3,1,6,2018-06-08 18:56:00
5681774,434355,435292,3,6,U,1,1,1,E08000035,3,1,2,1,20,2018-06-08 19:55:00
5690653,430469,433290,1,6,U,1,1,1,E08000035,9,3,2,1,70,2018-06-09 11:25:00
5690701,429637,427150,2,6,U,1,1,1,E08000035,9,1,3,1,54,2018-06-09 11:50:00
5690777,430536,435324,2,6,U,1,1,1,E08000035,9,1,3,1,41,2018-06-09 12:30:00
5691705,431490,438677,2,6,U,1,1,1,E08000035,9,1,3,2,17,2018-06-06 19:20:00
5691922,431954,436268,2,6,U,1,7,1,E08000035,9,1,3,2,30,2018-06-09 21:00:00
56A0284,428377,432677,1,6,U,1,1,1,E08000035,3,1,2,1,41,2018-06-10 02:26:00
56A1111,431175,434983,2,6,U,1,1,1,E08000035,9,2,3,1,20,2018-06-10 15:06:00
56A1164,429646,427586,1,6,U,1,1,1,E08000035,9,3,3,1,3,2018-06-10 15:31:00
56A1796,432418,434409,2,6,U,1,1,1,E08000035,1,1,2,1,11,2018-06-10 19:45:00
56B0186,428606,432845,2,3,A58,1,1,1,E08000035,9,2,3,1,29,2018-06-11 04:20:00
56B0470,435392,433731,1,6,U,1,1,1,E08000035,19,3,3,1,25,2018-06-11 07:40:00
56B0642,419316,441749,1,3,A65,1,1,1,E08000035,9,1,3,2,93,2018-06-11 11:20:00
56B0993,434965,428208,1,3,A654,1,1,1,E08000035,2,1,3,1,16,2018-06-11 14:00:00
56B1397,428800,432634,3,6,U,1,1,1,E08000035,9,1,3,1,51,2018-06-11 15:15:00
56C1359,431217,433746,1,6,U,1,1,1,E08000035,1,3,3,2,9,2018-06-12 17:38:00
56C1698,429816,430653,2,3,A653,1,1,1,E08000035,11,2,3,2,61,2018-06-12 17:35:00
56C1698,429816,430653,2,3,A653,1,1,1,E08000035,11,2,3,2,21,2018-06-12 17:35:00
56D0552,424061,428050,2,3,A62,1,1,1,E08000035,21,2,3,1,36,2018-06-13 10:31:00
56D1539,431851,435645,1,3,A61,1,1,1,E08000035,9,3,3,2,25,2018-06-13 18:20:00
56E0477,435425,439800,2,3,A58,1,1,4,E08000035,9,1,3,2,21,2018-06-14 09:16:00
56E0483,427021,433109,3,6,U,1,1,4,E08000035,9,1,3,1,45,2018-06-14 09:19:00
56E1004,427298,433626,2,3,A647,1,1,1,E08000035,9,1,3,2,54,2018-06-14 13:48:00
56E1043,436009,437010,2,6,U,1,1,1,E08000035,9,1,3,2,25,2018-06-12 20:15:00
56E1968,436506,441867,2,3,A58,1,1,1,E08000035,9,1,3,1,21,2018-06-14 21:34:00
56E1968,436506,441867,2,3,A58,1,1,1,E08000035,9,1,2,2,48,2018-06-14 21:34:00
56F1240,429123,433540,1,3,A58,1,1,1,E08000035,9,3,3,1,12,2018-06-15 16:20:00
56F1289,426225,427438,2,4,B6127,1,1,1,E08000035,9,1,3,1,47,2018-06-15 16:38:00
56F1480,423634,438019,2,6,U,1,1,1,E08000035,5,1,2,1,32,2018-06-15 18:00:00
56F2269,436458,436049,2,6,U,1,4,1,E08000035,3,1,2,1,18,2018-06-15 23:18:00
56G0286,430196,434008,2,6,U,1,4,1,E08000035,8,1,3,1,34,2018-06-16 03:00:00
56G1144,426840,427835,1,6,U,1,1,1,E08000035,9,3,3,1,9,2018-06-16 15:12:00
56G1647,430020,438556,2,6,U,1,1,1,E08000035,9,1,3,1,70,2018-06-16 19:17:00
56G1687,431015,427865,2,6,U,1,1,1,E08000035,9,1,3,2,29,2018-06-16 19:30:00
56H0513,424419,445278,1,3,A658,1,1,1,E08000035,11,2,3,2,89,2018-06-17 08:50:00
56H0522,426853,437547,2,3,A660,1,1,1,E08000035,1,1,3,1,33,2018-06-17 08:55:00
56H0777,430374,433502,1,6,U,1,1,1,E08000035,11,3,2,2,66,2018-06-17 12:00:00
56H0779,431461,430310,2,6,U,1,1,1,E08000035,11,2,3,2,30,2018-06-16 17:50:00
56H1218,428708,433138,2,3,A58,1,1,1,E08000035,8,1,3,1,37,2018-06-17 16:30:00
56H1218,428708,433138,2,3,A58,1,1,1,E08000035,9,1,3,1,37,2018-06-17 16:30:00
56H1218,428708,433138,2,3,A58,1,1,1,E08000035,9,2,3,1,10,2018-06-17 16:30:00
56H1249,431489,433749,1,6,U,1,1,1,E08000035,19,3,2,1,5,2018-06-17 16:35:00
56H1480,426077,436637,2,6,U,1,1,1,E08000035,9,1,3,2,47,2018-06-17 18:18:00
56H1483,429830,433736,1,6,U,1,1,1,E08000035,8,3,2,1,45,2018-06-17 18:20:00
56H1715,426276,435597,1,3,A65,1,4,1,E08000035,9,3,3,1,54,2018-06-17 22:00:00
56I0264,425123,428034,2,1,M621,1,1,1,E08000035,9,1,3,2,49,2018-06-18 06:30:00
56I0264,425123,428034,2,1,M621,1,1,1,E08000035,9,1,3,2,56,2018-06-18 06:30:00
56I0356,421998,438911,2,6,U,1,1,1,E08000035,1,1,3,1,30,2018-06-18 08:11:00
56I0372,427499,426327,3,1,M62,1,1,1,E08000035,9,1,3,1,31,2018-06-18 08:20:00
56I0372,427499,426327,3,1,M62,1,1,1,E08000035,9,1,3,2,56,2018-06-18 08:20:00
56I0385,427058,430758,2,3,A62,1,1,1,E08000035,1,1,3,1,27,2018-06-18 07:30:00
56I1044,426445,433948,2,3,A647,1,1,1,E08000035,9,2,3,2,36,2018-06-15 16:35:00
56I1044,426445,433948,2,3,A647,1,1,1,E08000035,9,2,3,1,12,2018-06-15 16:35:00
56I1098,432546,427813,2,3,A61,1,1,1,E08000035,9,1,3,1,52,2018-06-18 15:00:00
56I1214,420890,441113,1,6,U,1,1,1,E08000035,4,1,2,1,21,2018-06-18 15:40:00
56I1471,427302,433638,2,3,A647,1,1,1,E08000035,1,1,3,1,8,2018-06-18 17:40:00
56J0051,432498,430688,2,4,B6481,2,4,2,E08000035,1,1,3,1,31,2018-06-18 23:45:00
56J0328,425544,435379,2,6,U,1,1,1,E08000035,9,1,3,2,55,2018-06-19 08:07:00
56J0328,425544,435379,2,6,U,1,1,1,E08000035,4,1,3,1,43,2018-06-19 08:07:00
56J0342,424180,435567,2,6,U,1,1,1,E08000035,1,1,3,1,11,2018-06-19 08:15:00
56J0489,431194,427053,1,3,A654,1,1,1,E08000035,20,3,3,1,35,2018-06-19 08:20:00
56J0552,418233,442442,2,3,A65,1,1,1,E08000035,9,1,3,2,35,2018-06-19 10:20:00
56J0552,418233,442442,2,3,A65,1,1,1,E08000035,11,2,3,2,30,2018-06-19 10:20:00
56J1036,429190,433851,1,6,U,1,1,1,E08000035,9,3,2,2,34,2018-06-19 14:25:00
56J1096,430430,433883,2,6,U,1,1,1,E08000035,11,2,3,2,41,2018-06-19 14:45:00
56J1324,431247,445731,2,3,A61,1,1,1,E08000035,5,1,3,1,70,2018-06-19 17:16:00
56J2283,425705,436955,1,6,U,1,4,1,E08000035,3,1,3,1,21,2018-06-19 23:10:00
56K0452,430831,439690,1,3,A61,1,1,1,E08000035,9,3,2,2,78,2018-06-20 09:25:00
56K1462,428311,429586,2,3,A6110,1,1,1,E08000035,9,1,3,1,29,2018-06-20 17:40:00
56K1462,428311,429586,2,3,A6110,1,1,1,E08000035,19,1,3,1,24,2018-06-20 17:40:00
56K1643,426905,439378,3,3,A660,1,1,1,E08000035,9,1,3,2,19,2018-06-20 19:24:00
56K1979,425730,435662,1,6,U,1,1,1,E08000035,9,1,2,1,73,2018-06-20 22:00:00
56L0315,437312,429479,2,6,U,1,1,1,E08000035,3,1,2,1,29,2018-06-21 08:11:00
56L0680,428977,432365,1,6,U,1,1,1,E08000035,9,3,3,1,37,2018-06-21 12:00:00
56L1162,433071,427619,1,3,A654,1,1,1,E08000035,9,3,3,1,44,2018-06-21 16:05:00
56L1295,431529,430535,2,1,M621,1,1,1,E08000035,9,2,3,2,24,2018-06-21 17:05:00
56L1295,431529,430535,2,1,M621,1,1,1,E08000035,9,1,3,2,53,2018-06-21 17:05:00
56L1893,427222,435212,1,6,U,1,1,1,E08000035,19,3,3,1,17,2018-06-21 21:45:00
56M0359,432354,434946,1,6,U,1,1,1,E08000035,19,3,3,1,13,2018-06-22 07:37:00
56M0434,428679,445080,2,6,U,1,1,1,E08000035,21,1,3,1,36,2018-06-22 08:47:00
56M0434,428679,445080,2,6,U,1,1,1,E08000035,9,1,3,2,17,2018-06-22 08:47:00
56M0710,431447,428038,1,6,U,1,1,1,E08000035,11,2,3,2,42,2018-06-22 08:20:00
56M0879,426776,435504,2,6,U,1,1,1,E08000035,11,2,3,1,92,2018-06-22 13:00:00
56M1193,429185,433852,1,6,U,1,1,1,E08000035,9,3,3,1,4,2018-06-22 15:36:00
56N2060,436730,428794,2,6,U,1,1,1,E08000035,3,1,3,1,16,2018-06-23 22:12:00
56O0370,426661,441798,1,3,A660,1,7,1,E08000035,9,1,3,1,25,2018-06-24 05:10:00
56O1258,445928,431195,2,4,B1222,1,1,1,E08000035,1,1,3,1,56,2018-06-24 16:18:00
56O1466,429369,433781,3,3,A58,1,1,1,E08000035,9,1,3,2,43,2018-06-24 17:54:00
56O1555,433722,434978,2,6,U,1,1,1,E08000035,2,1,3,1,22,2018-06-24 18:25:00
56O1743,430268,434077,2,6,U,1,1,1,E08000035,1,1,3,1,26,2018-06-24 19:59:00
56P0363,419776,434046,2,3,A657,1,1,1,E08000035,22,1,3,1,80,2018-06-25 08:16:00
56P0416,427482,437000,2,6,U,1,1,1,E08000035,1,1,3,1,53,2018-06-25 08:50:00
56P0740,429694,432311,2,6,U,1,1,1,E08000035,9,1,3,1,27,2018-06-25 11:44:00
56P1224,421854,433953,4,3,A647,1,1,1,E08000035,9,1,3,1,35,2018-06-25 15:34:00
56P1224,421854,433953,4,3,A647,1,1,1,E08000035,9,1,3,2,49,2018-06-25 15:34:00
56P1254,427127,439287,2,6,U,1,1,1,E08000035,1,1,3,2,46,2018-06-25 15:30:00
56P1418,433274,426151,2,3,A61,1,1,1,E08000035,4,1,2,1,41,2018-06-25 16:48:00
56P1524,431510,435135,2,6,U,1,1,1,E08000035,1,1,3,1,17,2018-06-25 18:45:00
56P1541,430871,436845,2,6,U,1,1,1,E08000035,9,1,3,1,49,2018-06-25 17:37:00
56P1601,427370,433647,3,3,A647,1,1,1,E08000035,11,1,3,1,30,2018-06-25 17:30:00
56P1737,435062,435758,3,6,U,1,1,1,E08000035,3,1,3,1,30,2018-06-19 19:00:00
56Q0406,434622,441226,2,6,U,1,1,1,E08000035,20,1,3,1,22,2018-06-26 08:25:00
56Q0406,434622,441226,2,6,U,1,1,1,E08000035,9,1,2,2,54,2018-06-26 08:25:00
56Q0491,429434,433461,2,3,A65,1,1,1,E08000035,1,1,3,1,61,2018-06-26 09:16:00
56Q1275,427490,431336,2,3,A6110,1,1,1,E08000035,9,1,3,1,27,2018-06-26 16:12:00
56Q1543,432057,435968,2,3,A58,1,1,1,E08000035,1,1,3,1,25,2018-06-26 08:30:00
56R0168,425072,435189,1,6,U,1,4,1,E08000035,8,3,2,2,31,2018-06-27 01:30:00
56R0350,428116,426285,2,3,A650,1,1,1,E08000035,9,1,3,2,48,2018-06-27 07:30:00
56R0934,435700,436973,3,3,A6120,1,1,1,E08000035,9,1,3,1,71,2018-06-27 13:20:00
56R0934,435700,436973,3,3,A6120,1,1,1,E08000035,19,1,3,1,52,2018-06-27 13:20:00
56R0947,427915,433639,2,6,U,1,1,1,E08000035,1,1,3,1,49,2018-06-27 07:30:00
56R1097,430660,434702,3,3,A58,1,1,1,E08000035,9,1,3,2,29,2018-06-27 14:40:00
56R1097,430660,434702,3,3,A58,1,1,1,E08000035,9,1,3,1,41,2018-06-27 14:40:00
56R1163,431417,434272,1,6,U,1,1,1,E08000035,9,3,3,2,31,2018-07-06 15:46:00
56R1266,434937,434644,1,3,A64,1,1,1,E08000035,11,2,3,2,60,2018-06-27 14:30:00
56R1295,436445,434702,2,6,U,1,1,1,E08000035,9,1,3,2,47,2018-06-27 16:14:00
56R1295,436445,434702,2,6,U,1,1,1,E08000035,9,1,3,1,24,2018-06-27 16:14:00
56R2028,429369,433781,2,6,U,1,4,1,E08000035,9,1,3,1,33,2018-06-27 22:31:00
56S0317,428272,426395,3,1,M62,1,1,1,E08000035,9,1,3,1,48,2018-06-28 07:00:00
56S0317,428272,426395,3,1,M62,1,1,1,E08000035,9,1,3,1,41,2018-06-28 07:00:00
56S0317,428272,426395,3,1,M62,1,1,1,E08000035,9,1,3,2,29,2018-06-28 07:00:00
56S0411,435025,436373,2,6,U,1,1,1,E08000035,1,1,3,1,28,2018-06-28 08:30:00
56S0456,429390,433815,2,3,A58,1,1,1,E08000035,1,1,3,2,60,2018-06-28 08:55:00
56S0469,432055,435969,2,6,U,1,1,1,E08000035,1,1,3,1,23,2018-06-28 09:00:00
56S0632,427181,435270,2,6,U,1,1,1,E08000035,9,2,3,2,11,2018-06-07 10:00:00
56S1005,431697,426392,1,1,M62,1,1,1,E08000035,19,1,3,1,42,2018-06-28 14:00:00
56S1258,429340,437270,2,6,U,1,1,1,E08000035,9,1,3,1,19,2018-06-28 15:40:00
56S1295,434482,434612,3,6,U,1,1,1,E08000035,9,2,1,2,85,2018-06-28 15:55:00
56S1295,434482,434612,3,6,U,1,1,1,E08000035,9,1,2,1,91,2018-06-28 15:55:00
56S1307,428661,426428,3,1,M62,1,1,1,E08000035,21,1,3,1,42,2018-06-28 16:05:00
56S1307,428661,426428,3,1,M62,1,1,1,E08000035,21,1,3,1,27,2018-06-28 16:05:00
56S1737,419270,446311,2,6,U,1,1,1,E08000035,1,1,2,1,54,2018-06-28 19:40:00
56T0678,428224,429487,2,6,U,1,1,1,E08000035,9,1,3,1,25,2018-06-29 10:00:00
56T1690,429456,434910,2,3,A660,1,1,1,E08000035,1,1,2,2,22,2018-06-29 18:04:00
56U0266,423867,437663,2,3,A6120,1,4,1,E08000035,9,2,2,2,17,2018-06-30 02:38:00
56U0266,423867,437663,2,3,A6120,1,4,1,E08000035,9,2,2,2,17,2018-06-30 02:38:00
56U0266,423867,437663,2,3,A6120,1,4,1,E08000035,9,2,1,1,18,2018-06-30 02:38:00
56U0266,423867,437663,2,3,A6120,1,4,1,E08000035,9,2,1,1,19,2018-06-30 02:38:00
56U0266,423867,437663,2,3,A6120,1,4,1,E08000035,9,1,1,1,21,2018-06-30 02:38:00
56U0266,423867,437663,2,3,A6120,1,4,1,E08000035,9,2,1,1,19,2018-06-30 02:38:00
56U0266,423867,437663,2,3,A6120,1,4,1,E08000035,9,1,2,1,42,2018-06-30 02:38:00
56U0377,426218,434033,3,3,A647,1,1,1,E08000035,9,1,2,2,23,2018-06-30 04:38:00
56U0377,426218,434033,3,3,A647,1,1,1,E08000035,9,2,2,2,23,2018-06-30 04:38:00
56U0755,430667,433655,3,3,A61,1,1,1,E08000035,8,2,3,1,48,2018-06-29 16:30:00
56U0755,430667,433655,3,3,A61,1,1,1,E08000035,8,2,3,2,48,2018-06-29 16:30:00
56U1100,428438,435711,2,3,A660,1,1,1,E08000035,1,1,3,2,26,2018-06-30 11:40:00
56U1218,428369,431617,3,1,M621,1,1,1,E08000035,9,2,3,2,27,2018-06-30 14:20:00
56U1218,428369,431617,3,1,M621,1,1,1,E08000035,9,2,3,1,7,2018-06-30 14:20:00
56U1218,428369,431617,3,1,M621,1,1,1,E08000035,9,1,3,2,38,2018-06-30 14:20:00
56U1218,428369,431617,3,1,M621,1,1,1,E08000035,9,2,3,1,3,2018-06-30 14:20:00
56U1218,428369,431617,3,1,M621,1,1,1,E08000035,9,2,3,2,10,2018-06-30 14:20:00
56U1570,430931,429752,2,6,U,1,1,1,E08000035,9,1,2,1,33,2018-06-30 17:00:00
56U1571,430000,438583,2,6,U,1,1,1,E08000035,3,1,2,1,18,2018-06-30 17:05:00
56U1853,431717,436074,2,4,B6159,1,1,1,E08000035,1,1,3,1,30,2018-06-30 17:30:00
5710014,430028,433333,1,6,U,1,4,1,E08000035,9,3,3,1,48,2018-07-01 00:03:00
5710764,429120,432170,2,6,U,1,1,1,E08000035,9,2,3,1,1,2018-06-30 14:10:00
5711414,430939,435679,2,6,U,1,1,1,E08000035,4,1,2,1,26,2018-07-01 15:50:00
5711464,440475,447662,2,3,A661,1,1,1,E08000035,1,1,3,2,46,2018-07-01 09:30:00
5711538,427636,435972,1,4,B6157,1,1,1,E08000035,9,3,3,1,54,2018-07-01 17:05:00
5711568,443302,445917,1,6,U,1,1,1,E08000035,9,1,3,1,76,2018-07-01 17:20:00
5711568,443302,445917,1,6,U,1,1,1,E08000035,9,2,3,2,66,2018-07-01 17:20:00
5712160,430794,431964,1,3,A61,1,4,1,E08000035,9,1,3,2,39,2018-07-01 21:45:00
5720328,433362,425663,2,6,U,1,1,1,E08000035,4,1,3,1,36,2018-07-02 07:30:00
5720330,431071,434566,2,6,U,1,1,1,E08000035,1,1,3,1,48,2018-07-02 07:20:00
5721098,430892,433813,3,3,A58,1,1,1,E08000035,9,1,3,1,53,2018-07-02 14:38:00
5721294,426440,428516,2,3,A643,1,1,1,E08000035,1,1,3,1,58,2018-07-02 15:30:00
5721335,431343,433944,2,6,U,1,1,1,E08000035,11,2,3,2,43,2018-07-02 16:20:00
5721335,431343,433944,2,6,U,1,1,1,E08000035,11,2,3,2,39,2018-07-02 16:20:00
5721647,422818,435383,1,6,U,1,1,1,E08000035,9,3,3,1,12,2018-07-02 14:50:00
5721924,424118,428137,2,3,A62,1,1,1,E08000035,9,1,3,1,62,2018-07-02 19:00:00
5721924,424118,428137,2,3,A62,1,1,1,E08000035,9,2,3,1,9,2018-07-02 19:00:00
5721924,424118,428137,2,3,A62,1,1,1,E08000035,9,2,3,2,59,2018-07-02 19:00:00
5722273,425925,426689,1,6,U,1,1,1,E08000035,9,3,3,2,74,2018-07-02 17:20:00
5730296,440438,446501,2,2,A1(M),1,1,1,E08000035,8,1,3,1,25,2018-07-03 05:54:00
5730296,440438,446501,2,2,A1(M),1,1,1,E08000035,8,2,3,2,26,2018-07-03 05:54:00
5730426,436160,436039,2,6,U,1,1,1,E08000035,9,2,3,1,2,2018-07-03 08:45:00
5730829,432149,434962,1,6,U,1,1,1,E08000035,1,2,3,2,3,2018-07-03 12:10:00
5731011,430838,434444,4,3,A61,1,1,1,E08000035,9,1,3,2,39,2018-07-03 14:25:00
5731394,431646,435322,2,3,A58,1,1,1,E08000035,9,1,3,2,41,2018-07-03 17:27:00
5731394,431646,435322,2,3,A58,1,1,1,E08000035,5,1,3,1,59,2018-07-03 17:27:00
5740995,428408,432474,2,3,A62,1,1,1,E08000035,1,1,3,1,56,2018-07-03 15:00:00
5741533,431863,435667,1,3,A58,1,1,1,E08000035,9,3,3,2,28,2018-07-01 19:30:00
5741767,427035,431627,2,3,A6120,1,1,1,E08000035,9,1,3,1,21,2018-07-04 08:10:00
5741979,429888,431110,1,6,U,1,1,1,E08000035,9,3,2,1,6,2018-07-05 21:33:00
5750302,429442,430221,2,3,A6110,1,1,1,E08000035,1,1,2,1,53,2018-07-05 07:21:00
5750710,425099,440609,1,6,U,1,1,1,E08000035,11,2,3,2,3,2018-07-05 10:20:00
5751085,436172,434557,2,6,U,1,1,1,E08000035,9,1,3,2,40,2018-07-05 15:10:00
5751468,429305,431834,1,6,U,1,1,1,E08000035,9,3,3,1,5,2018-07-05 18:02:00
5751481,431427,432648,2,3,A61,1,1,1,E08000035,9,1,3,1,37,2018-07-05 18:10:00
5751481,431427,432648,2,3,A61,1,1,1,E08000035,19,1,3,1,28,2018-07-05 18:10:00
5752001,424742,434883,2,3,A657,1,4,1,E08000035,3,1,3,2,46,2018-07-05 22:10:00
5760486,430006,428095,1,6,U,1,1,1,E08000035,11,3,3,2,78,2018-07-06 08:55:00
5760933,427979,430315,2,3,A6110,1,1,1,E08000035,9,2,3,1,51,2018-07-06 13:15:00
5761009,421953,436530,2,3,A6120,1,1,1,E08000035,9,1,3,2,42,2018-07-06 13:45:00
5761009,421953,436530,2,3,A6120,1,1,1,E08000035,9,2,3,1,13,2018-07-06 13:45:00
5761164,441722,444181,1,2,A1(M),1,1,1,E08000035,5,1,3,1,33,2018-07-06 14:59:00
5762393,427452,431884,2,3,A58,1,1,1,E08000035,9,1,3,2,23,2018-07-06 23:45:00
5762393,427452,431884,2,3,A58,1,1,1,E08000035,9,1,3,1,43,2018-07-06 23:45:00
5762412,429163,431600,4,6,U,1,4,1,E08000035,1,1,2,1,32,2018-07-06 23:54:00
5770746,421915,446013,2,3,A659,1,1,1,E08000035,9,1,3,1,76,2018-07-07 10:40:00
5772001,432042,435570,1,6,U,1,1,1,E08000035,9,3,3,2,6,2018-07-07 20:02:00
5781839,427061,431802,2,6,U,1,1,1,E08000035,9,2,3,2,26,2018-07-08 19:00:00
5781839,427061,431802,2,6,U,1,1,1,E08000035,9,1,3,1,32,2018-07-08 19:00:00
5781839,427061,431802,2,6,U,1,1,1,E08000035,9,1,2,1,47,2018-07-08 19:00:00
5791589,430068,435412,1,6,U,1,1,1,E08000035,9,3,3,2,17,2018-07-09 17:25:00
5792001,430802,433273,2,3,A61,1,1,1,E08000035,9,1,3,1,21,2018-07-09 20:35:00
5792001,430802,433273,2,3,A61,1,1,1,E08000035,9,2,3,2,43,2018-07-09 20:35:00
5792001,430802,433273,2,3,A61,1,1,1,E08000035,9,1,3,1,21,2018-07-09 20:35:00
5792001,430802,433273,2,3,A61,1,1,1,E08000035,9,2,3,1,46,2018-07-09 20:35:00
5792363,431969,435837,2,3,A58,1,5,1,E08000035,8,1,3,1,38,2018-07-09 23:40:00
5792363,431969,435837,2,3,A58,1,5,1,E08000035,8,2,3,1,53,2018-07-09 23:40:00
5792363,431969,435837,2,3,A58,1,5,1,E08000035,9,1,3,1,22,2018-07-09 23:40:00
57A0418,432398,433687,1,3,A64,1,1,1,E08000035,9,3,3,2,47,2018-07-18 08:50:00
57B0236,432444,433799,2,6,U,1,1,1,E08000035,1,1,3,2,27,2018-07-11 04:45:00
57B1301,420308,434231,2,3,A647,1,1,1,E08000035,9,1,3,2,38,2018-07-11 15:00:00
57B1427,429847,430831,1,6,U,1,1,1,E08000035,8,3,3,2,17,2018-07-11 16:55:00
57B1616,423847,443911,2,3,A658,1,1,1,E08000035,1,1,3,1,44,2018-07-11 18:15:00
57B2176,428430,434981,1,6,U,1,4,1,E08000035,9,3,3,1,30,2018-07-11 22:30:00
57C0143,425336,432728,3,6,U,1,4,1,E08000035,9,1,2,1,32,2018-07-12 01:21:00
57C1009,428550,435467,2,6,U,1,1,1,E08000035,9,1,3,2,62,2018-07-12 14:27:00
57C1466,422932,435659,2,6,U,1,1,1,E08000035,9,1,3,2,39,2018-07-12 18:05:00
57D0603,430996,428274,1,6,U,1,1,1,E08000035,11,2,3,2,67,2018-07-13 18:30:00
57D0744,436781,434702,2,6,U,1,1,1,E08000035,8,1,3,1,36,2018-07-13 11:25:00
57D0744,436781,434702,2,6,U,1,1,1,E08000035,8,2,3,1,38,2018-07-13 11:25:00
57D1562,422350,428532,2,6,U,1,1,1,E08000035,1,1,3,2,11,2018-07-12 15:00:00
57D1870,428514,433060,2,4,B6154,2,1,2,E08000035,9,2,3,2,33,2018-07-13 20:00:00
57D1870,428514,433060,2,4,B6154,2,1,2,E08000035,9,2,3,2,34,2018-07-13 20:00:00
57D2007,432191,438846,2,6,U,1,1,1,E08000035,9,1,3,1,20,2018-07-13 21:04:00
57E0882,428834,434633,2,6,U,1,1,1,E08000035,9,1,3,1,87,2018-07-14 12:10:00
57E0882,428834,434633,2,6,U,1,1,1,E08000035,9,1,3,1,38,2018-07-14 12:10:00
57E1689,436543,436647,2,6,U,1,1,1,E08000035,1,1,3,1,8,2018-07-14 19:17:00
57F0738,421705,435585,2,6,U,1,1,1,E08000035,9,2,3,2,24,2018-07-14 19:05:00
57F1030,426408,428193,2,6,U,1,1,1,E08000035,9,1,3,1,56,2018-07-04 11:00:00
57F1049,425400,440556,2,6,U,1,1,1,E08000035,9,1,3,2,41,2018-07-15 12:50:00
57F1049,425400,440556,2,6,U,1,1,1,E08000035,5,1,2,1,41,2018-07-15 12:50:00
57F2058,431966,431243,2,6,U,1,4,1,E08000035,9,1,3,1,21,2018-07-15 21:27:00
57F2058,431966,431243,2,6,U,1,4,1,E08000035,9,2,3,1,24,2018-07-15 21:27:00
57G1209,426853,441340,2,3,A660,1,1,1,E08000035,1,1,2,1,42,2018-07-16 15:20:00
57G1209,426853,441340,2,3,A660,1,1,1,E08000035,5,1,3,1,47,2018-07-16 15:20:00
57G1403,430036,432503,2,3,A653,1,1,1,E08000035,1,1,3,2,36,2018-07-16 16:30:00
57G1439,424578,435162,2,6,U,1,1,1,E08000035,5,1,3,1,53,2018-07-16 16:40:00
57G1530,443381,428630,1,6,U,1,1,1,E08000035,1,3,2,2,78,2018-07-16 17:22:00
57G1530,443381,428630,1,6,U,1,1,1,E08000035,1,1,3,1,55,2018-07-16 17:22:00
57G1531,430141,429926,1,6,U,1,1,1,E08000035,3,3,3,2,42,2018-07-16 17:20:00
57G2090,430781,438592,2,6,U,1,1,1,E08000035,1,1,3,1,17,2018-07-16 18:30:00
57H0311,422880,439314,2,6,U,1,1,1,E08000035,1,1,3,1,35,2018-07-17 07:15:00
57H0504,425725,442965,2,3,A660,1,1,1,E08000035,9,1,3,2,28,2018-07-17 09:20:00
57H0567,428775,425802,3,6,U,1,1,1,E08000035,9,1,3,2,30,2018-07-17 10:00:00
57H1464,439141,432086,3,3,A642,1,1,1,E08000035,9,1,3,2,32,2018-07-17 17:15:00
57H1760,429933,427362,2,6,U,1,1,1,E08000035,1,1,3,1,36,2018-07-17 19:26:00
57I0949,430757,438842,2,3,A61,1,1,1,E08000035,1,1,3,1,65,2018-07-17 17:00:00
57I1268,424470,433644,2,6,U,1,1,1,E08000035,9,2,3,1,47,2018-07-18 15:30:00
57I1268,424470,433644,2,6,U,1,1,1,E08000035,9,2,3,2,15,2018-07-18 15:30:00
57J0417,426992,437455,2,3,A664,1,1,1,E08000035,1,1,2,1,49,2018-07-19 07:30:00
57J0445,436005,435768,2,6,U,1,1,1,E08000035,1,1,3,1,11,2018-07-19 08:13:00
57K0391,431365,433768,1,6,U,1,1,1,E08000035,9,3,3,2,10,2018-07-20 07:52:00
